596,505,602
595,503,601
595,504,596
595,504,595
597,506,595
599,506,596
600,506,602
601,504,604
597,504,601
597,503,597
596,504,599
595,503,600
596,506,601
599,506,607
601,507,608
601,505,604
601,504,603
598,505,604
597,505,604
597,504,607
596,506,611
597,506,610
598,507,604
600,504,603
600,507,602
600,504,603
596,505,608
596,505,608
596,507,604
596,506,602
596,506,602
598,505,601
602,503,604
600,504,607
598,505,606
599,504,602
595,506,603
597,507,602
597,506,605
597,503,609
599,505,608
602,504,604
601,504,603
599,506,603
597,506,606
597,506,610
596,506,608
596,504,604
596,504,603
599,505,604
603,505,607
601,505,610
599,507,608
599,507,605
597,506,604
597,505,604
597,504,608
599,506,610
600,504,609
602,505,604
604,506,603
600,507,603
599,505,602
598,505,607
597,504,609
598,504,605
598,505,602
601,506,603
604,506,601
604,506,604
600,506,607
599,505,605
598,505,602
599,505,600
597,505,599
601,507,599
601,507,603
603,508,604
605,506,598
601,506,596
600,504,595
599,505,594
599,506,597
599,506,599
601,507,600
603,507,596
604,506,594
604,505,594
601,505,593
600,505,599
600,506,602
598,507,599
599,508,596
600,507,595
603,506,595
603,506,595
603,505,600
600,507,602
598,507,596
600,508,594
599,508,594
599,509,593
601,507,595
604,506,600
604,508,600
603,506,595
602,508,593
600,509,596
600,510,593
601,509,598
600,507,601
604,507,600
604,507,595
605,506,594
604,507,595
601,510,595
601,510,600
601,507,602
601,507,599
602,507,597
604,507,597
606,506,596
605,509,601
603,508,604
601,509,603
601,508,600
601,507,599
599,506,598
602,508,603
602,506,604
606,509,606
604,509,602
601,509,603
600,508,603
600,509,602
599,507,606
599,508,606
601,508,603
604,510,600
604,510,599
604,511,598
601,509,600
601,508,603
600,508,603
600,508,597
600,507,596
602,511,594
604,511,593
604,511,596
604,509,600
602,509,599
601,509,594
601,509,593
600,509,593
600,512,594
603,511,598
604,511,602
604,511,599
604,510,596
601,510,596
601,510,595
600,510,599
600,513,602
600,513,601
602,512,596
604,510,594
603,509,594
601,509,597
601,509,601
599,510,599
600,512,593
598,512,593
600,511,591
601,509,590
605,509,595
605,510,597
602,510,594
599,510,590
601,512,589
599,513,589
600,511,588
600,511,594
603,511,597
606,511,592
605,511,591
602,514,591
601,513,592
599,515,594
599,512,600
599,511,598
600,511,594
601,511,594
605,512,596
604,513,594
602,515,599
599,514,601
600,511,598
598,510,593
598,511,593
600,511,590
601,510,594
604,513,597
604,515,596
600,512,590
599,511,589
598,511,589
597,511,591
598,512,594
598,512,597
601,514,590
604,515,588
604,513,589
599,511,592
599,511,596
598,511,596
597,512,592
598,512,591
597,513,591
602,514,591
603,511,595
604,511,599
600,511,597
599,510,593
598,510,593
598,511,593
598,514,596
599,514,598
602,511,598
605,510,593
604,510,591
602,512,592
601,511,593
600,513,596
600,513,597
599,514,598
601,514,594
602,510,594
604,513,592
603,511,595
601,511,600
599,514,599
599,514,595
599,514,593
599,512,593
601,512,594
602,511,598
603,511,600
604,512,599
602,512,594
601,513,595
600,512,595
600,512,595
601,512,599
603,511,598
604,510,598
605,513,594
604,513,594
603,514,593
604,514,595
602,512,599
602,512,599
603,512,594
605,513,592
607,514,592
607,515,591
606,515,594
605,515,597
604,513,595
604,513,592
604,513,590
604,513,589
606,515,588
609,515,593
611,516,596
606,513,593
605,512,589
605,512,588
604,513,589
603,512,589
606,515,595
606,515,596
611,515,593
611,513,589
607,513,589
605,513,589
604,514,592
605,514,596
603,516,594
605,515,589
608,515,588
611,514,588
609,514,588
605,515,592
605,513,596
604,516,592
604,517,591
604,516,589
606,515,590
608,512,592
608,514,597
608,513,597
607,513,592
604,515,592
605,517,591
605,517,592
605,514,594
608,512,595
611,514,596
610,514,593
609,513,593
606,515,595
606,516,596
607,517,599
605,514,600
607,515,601
609,513,597
612,515,598
610,514,597
606,517,601
607,516,604
606,515,605
605,515,601
607,515,599
607,516,599
611,514,598
611,516,602
611,517,604
609,518,600
607,516,597
606,514,594
606,514,595
607,516,594
608,515,599
611,516,600
613,517,595
609,518,592
606,516,589
605,515,589
606,515,587
605,517,594
607,515,591
607,517,587
611,517,585
613,519,585
608,516,584
607,515,587
607,518,592
607,515,593
606,515,589
607,519,587
610,519,588
613,516,589
612,516,593
608,515,596
606,515,596
606,515,591
606,515,591
605,518,591
607,519,591
608,515,595
610,515,599
610,514,596
607,516,592
606,515,591
607,516,591
605,517,590
607,518,594
609,515,595
611,517,590
610,516,587
608,515,587
608,516,586
606,517,587
606,519,593
605,519,594
607,516,590
608,516,589
611,515,588
612,516,589
606,516,592
606,518,596
605,517,596
605,517,590
604,515,592
608,516,589
607,517,591
612,516,595
611,517,599
607,518,597
606,518,592
605,518,591
605,517,591
606,517,595
608,515,597
610,518,596
611,519,592
610,520,590
609,521,590
608,519,589
607,517,594
607,517,597
609,519,594
610,517,591
613,520,591
611,519,592
609,519,592
609,517,597
608,519,596
607,517,596
607,518,593
608,518,593
610,521,594
614,521,595
613,519,600
608,518,598
608,519,597
606,519,596
607,518,595
606,520,594
608,522,599
611,521,602
611,520,600
610,520,597
608,518,594
608,520,596
608,520,592
604,521,597
607,521,599
609,521,596
611,520,591
610,518,590
609,519,589
607,520,592
607,519,593
606,521,593
606,522,588
607,520,586
609,518,585
612,520,585
611,518,590
610,520,591
608,519,592
607,522,586
607,523,587
607,519,588
610,518,590
609,520,592
611,520,596
613,520,592
608,521,588
608,523,588
607,521,587
607,521,590
606,519,595
608,520,594
611,520,591
611,520,590
612,521,589
609,521,590
610,519,594
608,521,598
607,518,595
608,521,591
610,518,591
612,522,591
612,522,592
611,523,598
609,521,596
609,520,593
609,519,590
608,521,590
609,520,590
612,523,595
614,522,597
612,523,596
610,521,590
610,521,591
609,520,591
608,521,592
607,521,596
608,523,595
610,524,595
612,523,593
613,520,591
612,521,591
611,520,594
611,521,597
612,521,597
611,523,592
613,523,591
615,521,590
616,519,591
617,521,594
614,520,598
612,521,595
612,522,592
611,522,591
611,523,591
613,521,592
613,521,596
618,521,595
611,521,595
610,521,593
608,523,593
606,523,593
606,523,595
607,521,597
606,521,598
610,521,596
612,521,595
607,522,596
604,524,595
604,523,600
604,522,600
603,519,602
604,522,597
605,521,597
609,520,596
608,523,598
605,524,602
603,524,600
604,522,595
604,521,593
604,521,591
605,521,595
606,523,598
611,524,597
609,524,592
606,523,591
605,521,588
604,522,592
604,522,596
604,522,594
606,523,589
609,524,587
614,525,587
608,521,586
606,521,591
605,522,593
606,521,591
606,522,588
607,523,586
609,523,586
614,524,586
613,522,591
608,521,593
608,523,589
607,522,587
606,522,586
606,524,585
609,524,589
610,525,593
612,522,593
613,523,588
610,522,587
609,524,585
610,525,589
610,525,593
610,526,592
612,523,587
616,523,586
616,523,587
614,522,586
614,522,590
612,526,594
612,527,592
613,525,588
613,522,588
616,523,588
618,523,591
620,522,596
615,524,595
614,525,591
613,527,590
612,524,590
613,523,591
614,524,595
616,524,596
622,524,598
618,526,594
615,526,594
615,528,594
614,523,594
613,524,600
615,524,601
616,524,599
619,525,595
622,527,595
618,527,595
616,525,597
614,523,599
615,522,599
613,524,595
616,523,594
617,525,596
621,527,595
621,527,601
617,523,603
616,522,600
615,523,596
616,524,597
615,523,596
616,526,599
621,526,603
623,527,602
622,523,597
617,523,596
617,525,596
618,523,596
616,524,601
617,526,602
619,526,601
622,526,596
625,523,594
619,524,596
618,523,596
617,524,599
616,526,599
618,526,593
617,526,590
619,524,591
625,524,589
621,523,593
617,526,595
616,524,593
616,527,588
616,527,587
615,527,587
617,525,589
619,523,593
623,527,594
619,525,588
616,526,588
616,527,587
616,529,588
615,525,591
617,526,595
618,525,594
622,526,588
622,524,589
617,529,588
617,529,588
615,527,594
615,524,596
614,525,592
616,526,589
618,525,589
623,526,589
619,529,589
618,529,595
615,527,596
616,525,592
616,525,590
616,526,588
619,527,588
621,529,590
620,529,593
618,529,595
617,526,588
616,526,590
616,526,587
615,526,588
617,527,593
619,528,596
621,530,594
620,527,591
617,526,589
615,525,591
616,525,591
615,526,595
614,528,595
617,530,595
619,527,593
619,527,593
618,525,592
617,526,595
617,525,599
616,526,597
616,530,595
618,529,594
620,529,594
621,526,598
622,526,599
619,527,601
618,527,596
616,529,594
616,529,593
617,529,594
618,527,598
620,527,601
620,526,598
619,526,594
617,527,594
616,530,595
616,531,596
615,528,600
616,527,602
618,526,597
620,526,594
622,526,594
619,528,593
618,530,596
618,530,598
618,530,598
617,525,594
619,526,591
621,528,592
621,528,590
620,530,594
618,530,597
616,530,593
617,528,589
616,528,588
617,527,588
619,528,590
622,529,595
623,530,595
619,531,590
617,529,588
617,527,587
616,528,589
617,526,593
619,527,595
621,529,588
621,529,589
622,531,589
617,527,588
618,527,593
618,527,596
617,527,594
618,528,590
620,530,589
623,530,589
622,530,588
621,528,592
619,528,594
619,529,590
619,528,587
619,532,586
620,531,586
622,531,588
623,528,593
625,528,595
620,526,592
621,528,589
619,527,589
619,532,589
619,531,591
622,529,596
624,526,596
624,528,591
623,526,590
623,528,588
622,529,593
621,532,596
621,531,597
621,529,591
623,527,591
626,528,591
626,528,589
622,528,595
619,532,597
622,531,595
620,532,590
620,529,589
623,527,589
624,529,590
624,529,596
625,530,596
621,531,594
620,532,592
620,529,592
620,527,592
621,527,596
622,530,597
626,527,598
627,532,596
623,531,596
621,533,597
621,528,597
620,528,602
619,529,601
621,530,602
622,531,598
627,532,599
624,534,598
621,531,603
620,529,607
591,498,610
589,498,610
588,498,609
588,498,608
587,499,605
